iso3,country_name,year,risk_governance,risk_conflict,risk_economic,risk_democracy,risk_corruption,risk_social_unrest,risk_sanctions,risk_geopolitical,prism_score,control_of_corruption,govt_effectiveness,political_stability,regulatory_quality,rule_of_law,gdp_growth,inflation,unemployment,debt_to_gdp,cpi_score,v2x_polyarchy,v2x_libdem,conflict_events,total_fatalities,political_rights,civil_liberties
BFA,Burkina Faso,2020,63.81,97.71,72.98,34.44,55.12,61.45,66.41,46.41,62.29,-0.2018274,-0.6308904,-1.4159765,-0.4990944,-0.418916099999999,2.01077262406221,1.88470066518847,4.59,73.3851925518101,40.0,0.662,0.486,166.0,1167.0,4.0,4.0
BFA,Burkina Faso,2021,65.74000000000001,97.31,76.23,38.66,55.12,61.8,69.71,48.29,64.11,-0.2024751,-0.746447899999999,-1.5801637,-0.4590282,-0.401084599999999,6.94252492572348,3.65326761825508,4.511,55.5822235545459,40.0,0.634,0.456,191.0,1458.0,4.0,4.0
BFA,Burkina Faso,2022,70.13,96.27,74.22,80.84,53.73,60.01,67.47,60.83,70.44,-0.2342071,-0.871408499999999,-1.82102069999999,-0.497673999999999,-0.6266501,1.62673258211919,14.2902354303358,3.828,63.1897248087734,40.0,0.275,0.224,238.0,2597.0,4.0,4.0
BFA,Burkina Faso,2023,72.37,100.0,75.4,86.24,43.58,39.92,68.6,52.85,67.37,-0.2479719,-0.864281,-2.0423169,-0.4822862,-0.7145087,3.00027415814125,0.742910428668917,3.601,61.9320439111455,40.0,0.212,0.179,0.0,0.0,7.0,4.0
BFA,Burkina Faso,2024,72.71000000000001,100.0,77.85,90.39,45.67,28.09,67.47,57.12,67.41,-0.2525569,-0.8748674,-1.9063314,-0.5255615,-0.883858599999999,4.79980951667159,4.19081721344523,3.441,,40.0,0.154,0.126,0.0,0.0,7.0,5.0
BGD,Bangladesh,2019,64.37,99.97,77.59,82.94,80.53999999999999,35.4,63.17,73.25,72.15,-1.1006451,-0.5970582,-0.996755,-0.8895369,-0.9419472,7.88191515117722,5.59199639930629,4.504,,24.0,0.251,0.094,3.0,3.0,5.0,5.0
BGD,Bangladesh,2020,65.09,99.95,75.5,82.78999999999999,80.32,35.4,63.1,73.98,72.02,-1.07605779999999,-0.7213698,-1.01518479999999,-0.8942304,-0.8969166,3.44801755122445,5.69107474746211,5.539,,24.0,0.255,0.094,5.0,5.0,5.0,5.0
BGD,Bangladesh,2021,64.78999999999999,99.97,76.48,82.86,81.44,35.61,63.38,73.81,72.29,-1.0928915,-0.563899399999999,-1.0535518,-0.871176499999999,-0.974914899999999,6.93867912442445,5.54565430773473,5.457,,24.0,0.255,0.092,3.0,2.0,5.0,5.0
BGD,Bangladesh,2022,65.53,99.91,77.18,82.71000000000001,80.65,36.49,62.58,72.6,72.21,-1.17834859999999,-0.62345,-1.0954422,-0.9240476,-0.973641299999999,7.09982877575158,7.69695437176898,4.593,,24.0,0.261,0.091,8.0,13.0,5.0,5.0
BGD,Bangladesh,2023,64.07,100.0,77.85,82.69,80.81,36.28,62.66,72.4,72.1,-1.1987203,-0.5574534,-1.0359445,-0.9009111,-0.9020256,5.77511237007889,9.8835030377921,3.352,,24.0,0.253,0.094,0.0,0.0,5.0,5.0
BGD,Bangladesh,2024,68.11,100.0,77.16,86.96000000000001,81.3,41.32,62.04,75.12,74.0,-1.1021569,-0.618974599999999,-1.46295089999999,-0.9500708,-0.9600594,4.22325911250161,10.4657482763412,3.635,,24.0,0.225,0.097,0.0,0.0,5.0,5.0
BGR,Bulgaria,2019,42.07,100.0,77.01,34.03,55.25,84.7,78.86,44.16,64.51,-0.1252922,0.0359426,0.5788167,0.4580563,-0.1405825,3.79331765354152,3.10372944796771,4.148,,40.0,0.609,0.506,0.0,0.0,2.0,2.0
BGR,Bulgaria,2020,44.0,100.0,74.5,34.230000000000004,56.74,84.77,77.26,45.41,64.61,-0.258415699999999,-0.0577385999999999,0.4210468,0.3077122,-0.1505346,-3.13323303076419,1.67244096855756,5.037,,40.0,0.607,0.501,0.0,0.0,2.0,2.0
BGR,Bulgaria,2021,42.95,100.0,77.1,29.480000000000004,53.05,85.26,77.29,39.5,63.08,-0.2260611,-0.0148069999999999,0.4063981,0.3229289,-0.0377457,7.82817232822165,3.29774435299506,5.166,,40.0,0.665,0.549,0.0,0.0,2.0,2.0
BGR,Bulgaria,2022,44.44,100.0,76.37,26.569999999999993,45.95,86.49,75.37,33.0,61.02,-0.1369351,-0.0737381,0.3269733,0.2475956,-0.0998029,4.0838640915123,15.3252589264367,4.148,,40.0,0.679,0.602,0.0,0.0,2.0,2.0
BGR,Bulgaria,2023,42.65,100.0,75.94,28.519999999999996,46.6,86.11,77.08,32.959999999999994,61.23,-0.1501295,0.1061571,0.3144686,0.351784,-0.0265936,1.68151074972904,9.44284140088564,4.319,,40.0,0.659,0.58,0.0,0.0,2.0,2.0
BGR,Bulgaria,2024,45.2,100.0,76.9,33.209999999999994,52.61,85.75,76.97,39.27,63.74,-0.240017999999999,0.0428203,0.0399268,0.2880342,-0.0333423,3.38709063847314,2.44651943006078,4.2,,40.0,0.645,0.533,0.0,0.0,2.0,2.0
BHR,Bahrain,2019,46.75,100.0,73.0,84.59,55.93,14.61,71.14,63.98,63.75,-0.0835445,0.4361988,-0.603362,0.5202512,0.0073826,2.05287774418655,1.00582004702136,1.217,91.3598106259863,50.0,0.132,0.059,0.0,0.0,7.0,6.0
BHR,Bahrain,2020,47.7,100.0,68.6,84.48,55.99,15.42,68.08,64.09,63.04,-0.0925165999999999,0.4205912,-0.5964745,0.5553824,-0.110376599999999,-5.9113629524152,-2.31770629331378,1.765,111.598089477141,50.0,0.132,0.062,0.0,0.0,7.0,6.0
BHR,Bahrain,2021,43.85,100.0,79.75,84.37,53.69,15.56,83.07,61.83,65.26,0.210097,0.7183116,-0.5041164,0.7964885,0.0190676,4.35004091668986,-0.60631938514085,1.548,,50.0,0.134,0.063,0.0,0.0,7.0,6.0
BHR,Bahrain,2022,43.51,100.0,80.24,83.78,54.19,15.46,83.54,61.7,65.3,0.144834,0.7297568,-0.482549599999999,0.8697953,0.0328686,6.18016125475185,3.62574104304482,1.265,,50.0,0.135,0.064,0.0,0.0,7.0,6.0
BHR,Bahrain,2023,42.92,100.0,80.05,83.98,53.48,15.49,84.31,61.57,65.23,0.2380412,0.7325207,-0.5007436,0.9096095,0.1259217,3.87811614845566,0.0746206782192255,1.049,,50.0,0.138,0.064,0.0,0.0,7.0,6.0
BHR,Bahrain,2024,41.92,100.0,79.64,84.05,53.36,15.49,84.71,62.55,65.22,0.2540662,0.6002525,-0.2758672,0.9502434,0.1679373,2.60379670648454,0.919635459817651,1.084,,50.0,0.138,0.062,0.0,0.0,7.0,6.0
BHS,"Bahamas, The",2019,32.11,100.0,71.32,48.335,28.230000000000004,100.0,73.07,33.870000000000005,62.66,1.2125503,0.748057,0.6927555,-0.0039803999999999,0.376965,-0.838585871193203,2.49123527368045,9.336,56.6924606462303,64.0,,,0.0,0.0,1.0,1.0
BHS,"Bahamas, The",2020,33.61,100.0,62.96,47.83,28.230000000000004,100.0,69.27,37.42,61.64,1.2128533,0.5873396,0.7133519,-0.0114288999999999,0.3141962,-20.0893664891399,0.0385210980054557,12.016,79.0414158203086,64.0,,,0.0,0.0,1.0,1.0
BHS,"Bahamas, The",2021,33.120000000000005,100.0,70.29,48.185,28.049999999999997,100.0,68.42,37.39,62.47,1.2282597,0.5886789,0.7434332,-0.020375,0.3484926,17.5861390037409,2.90491262928478,11.078,82.5398306524293,64.0,,,0.0,0.0,1.0,1.0
BHS,"Bahamas, The",2022,31.950000000000003,100.0,70.77,50.21,27.989999999999995,100.0,68.76,34.72,62.03,1.2330855,0.7093344,0.8592816,-0.0671185,0.272063,10.8779009410268,5.60540633583043,9.25,77.6639776530748,64.0,,,0.0,0.0,1.0,1.0
BHS,"Bahamas, The",2023,30.47,100.0,70.3,49.965,28.14,100.0,69.38,34.709999999999994,61.86,1.2199692,0.7099538,1.0539708,-0.0942177999999999,0.2764352,3.04824180553773,3.05291578969742,8.645,73.7303208143,64.0,,,0.0,0.0,1.0,1.0
BHS,"Bahamas, The",2024,30.700000000000003,100.0,70.5,51.269999999999996,28.010000000000005,100.0,69.83,34.72,61.97,1.2320893,0.7092986,1.0493095,-0.107257899999999,0.2509955,3.37866553336166,0.409162489083286,9.049,71.4578214596313,64.0,,,0.0,0.0,1.0,1.0
BIH,Bosnia and Herzegovina,2019,56.62,100.0,69.41,51.22,69.31,61.66,72.53,61.4,67.77,-0.6387532,-0.7937191,-0.309193899999999,-0.3767077,-0.3905029,2.88585242083978,0.56278215406123,15.692,44.0235714265967,34.0,0.515,0.338,0.0,0.0,4.0,4.0
BIH,Bosnia and Herzegovina,2020,55.01,100.0,68.04,51.09,68.9,61.52,72.4,60.37,67.17,-0.624659499999999,-0.7051218,-0.2690285,-0.3741576,-0.3025925,-3.01509335460439,-1.05129600763489,15.868,45.4216327901094,34.0,0.517,0.335,0.0,0.0,4.0,4.0
BIH,Bosnia and Herzegovina,2021,56.35,100.0,70.38,51.93,69.57,61.52,71.91,62.04,67.96,-0.6690056,-0.8403621,-0.310701599999999,-0.3797619,-0.3074514,7.39164256472846,1.98163900587622,14.897,46.974819377832,34.0,0.508,0.328,0.0,0.0,4.0,4.0
BIH,Bosnia and Herzegovina,2022,55.06,100.0,71.46,50.64,69.66,61.35,72.12,60.86,67.64,-0.680061199999999,-0.7459726,-0.248056399999999,-0.3795221,-0.289740999999999,4.22681333390325,14.0208440826771,12.657,41.7435105198961,34.0,0.521,0.344,0.0,0.0,4.0,4.0
BIH,Bosnia and Herzegovina,2023,54.45,100.0,72.93,51.81,68.76,61.38,73.07,60.55,67.87,-0.5984163,-0.6453703,-0.1999229,-0.3476707,-0.3548804,1.99439414850893,6.1059011284828,10.668,40.3101186314933,34.0,0.502,0.336,0.0,0.0,4.0,4.0
BIH,Bosnia and Herzegovina,2024,56.33,100.0,73.35,51.7,69.48,55.86,73.38,61.66,67.72,-0.5128682,-0.6353163,-0.5010614,-0.349848899999999,-0.319134,2.9715174617652,1.69212733599723,10.69,39.9087988103405,34.0,0.507,0.336,0.0,0.0,5.0,4.0
BLR,Belarus,2019,50.11,100.0,78.24,79.33,63.97,27.51,73.11,65.15,67.18,0.0170374,-0.2387162,0.4258145,-0.5076275,-0.794237099999999,1.44645548204305,5.59815595039853,4.165,33.2442039424903,31.0,0.259,0.11,0.0,0.0,7.0,6.0
BLR,Belarus,2020,62.59,100.0,75.81,85.53,66.03,12.92,65.54,70.98,67.43,-0.1014181,-0.6167824,-0.818298499999999,-0.6830906,-0.8602112,-0.672742918585868,5.5481435745651,4.049,,31.0,0.208,0.045,0.0,0.0,7.0,6.0
BLR,Belarus,2021,63.12,100.0,76.52,88.71000000000001,66.83,11.62,63.92,72.8,67.94,-0.2062736,-0.6825409,-0.616372399999999,-0.7942597,-1.0672559,2.43886210234947,9.46028389623105,3.9,,31.0,0.172,0.035,0.0,0.0,7.0,6.0
BLR,Belarus,2022,63.18,100.0,74.66,88.71000000000001,68.41,6.38,60.18,72.2,66.72,-0.415013199999999,-0.5969261,-0.6168791,-1.0760793,-1.1591441,-4.65839591328999,15.2096752740809,3.574,,31.0,0.171,0.036,0.0,0.0,7.0,7.0
BLR,Belarus,2023,61.94,100.0,77.61,89.26,69.32,6.66,59.94,72.72,67.18,-0.534353699999999,-0.596406099999999,-0.392606499999999,-1.175204,-1.2155307,4.12654007153881,5.00059903091312,3.461,,31.0,0.157,0.035,0.0,0.0,7.0,7.0
BLR,Belarus,2024,62.72,100.0,77.54,87.71000000000001,69.65,6.91,59.21,73.38,67.14,-0.5781294,-0.7015463,-0.3773003,-1.23226899999999,-1.2305997,4.00984852465452,5.78531910427998,3.458,,31.0,0.16,0.036,0.0,0.0,7.0,7.0
BLZ,Belize,2019,51.55,100.0,72.81,48.335,60.43,91.67,67.25,58.75,71.78,-0.075652,-0.3772395,0.1334022,-0.574924099999999,-0.5612969,4.25658710030072,0.187069385181424,9.053,,36.0,,,0.0,0.0,1.0,2.0
BLZ,Belize,2020,47.8,100.0,66.67,47.83,60.42,83.33,67.24,58.81,69.18,-0.0753264999999999,-0.3797712,0.6026689,-0.5762528,-0.5207908,-13.5228997055506,0.121434644614893,10.763,,36.0,,,0.0,0.0,2.0,2.0
BLZ,Belize,2021,49.66,100.0,75.01,48.185,60.59,91.67,66.62,58.77,71.76,-0.0899104999999999,-0.378268799999999,0.3568757,-0.6067267,-0.527655099999999,17.9899244143607,3.2356365923707,10.302,,36.0,,,0.0,0.0,2.0,1.0
BLZ,Belize,2022,44.44,100.0,74.07,50.21,60.09,91.67,66.23,53.53,70.0,-0.0459141999999999,-0.141304899999999,0.7353533,-0.617476,-0.4371369,9.25051329530994,6.27689319447543,8.682,,36.0,,,0.0,0.0,2.0,1.0
BLZ,Belize,2023,43.19,100.0,72.3,49.965,60.89,91.67,67.83,51.83,69.67,-0.115986499999999,-0.0642292,0.78967,-0.493012699999999,-0.4007135,0.500127941638667,4.38984017487674,8.278,,36.0,,,0.0,0.0,2.0,1.0
BLZ,Belize,2024,43.68,100.0,72.76,51.269999999999996,61.4,91.67,68.41,53.26,70.17,-0.1604129,-0.129095,0.7847219,-0.450078,-0.39715,3.50466435023895,3.28955985952768,8.698,,36.0,,,0.0,0.0,2.0,1.0
BMU,Bermuda,2019,21.069999999999993,100.0,42.18,48.335,25.989999999999995,69.88,70.03,18.159999999999997,46.24,1.1784788,1.4583124,0.977236,0.8762608,0.8729103,0.307106461240664,,,,,,,0.0,0.0,,
BMU,Bermuda,2020,22.78,100.0,36.68,47.83,25.959999999999994,68.93,69.91,18.269999999999996,45.6,1.1797991,1.4534103,0.9766825,0.8710628,0.6485582,-6.82757303480177,,,,,,,0.0,0.0,,
BMU,Bermuda,2021,22.840000000000003,100.0,45.49,48.185,26.010000000000005,69.07,69.86,18.209999999999994,47.07,1.1772281,1.4563194,0.974511,0.868972,0.6399761,4.60742917109469,,,,,,,0.0,0.0,,
BMU,Bermuda,2022,23.39,100.0,46.93,50.21,26.03,69.47,69.74,23.560000000000002,48.28,1.1763452,1.214283,0.9782486,0.8633998,0.8013243,6.47622571186707,,,,,,,0.0,0.0,,
BMU,Bermuda,2023,21.459999999999994,100.0,45.73,49.965,26.099999999999994,68.48,64.31,17.75,45.89,1.1733125,1.4768692,0.9788563,0.6271987,0.8002751,4.91721557264164,,,,,,,0.0,0.0,,
BMU,Bermuda,2024,21.53,100.0,46.55,51.269999999999996,26.040000000000006,69.32,64.34,17.78,46.04,1.1762344,1.4756305,0.9711697,0.6285431,0.8001056,5.97253260071749,,,,,,,0.0,0.0,,
BOL,Bolivia,2019,63.81,100.0,76.92,57.53,71.81,68.51,62.51,59.7,70.1,-0.8232153,-0.4578656,-0.7539613,-0.9755809,-1.24490489999999,1.50672102666863,1.83954504969025,3.682,,28.0,0.456,0.241,0.0,0.0,3.0,3.0
BOL,Bolivia,2020,60.87,100.0,69.45,77.75,70.27,68.93,61.72,65.09,71.76,-0.8045643,-0.4718419,-0.3855901,-1.0510123,-1.2021414,-12.7194690092717,0.940742153381849,7.903,,28.0,0.275,0.209,0.0,0.0,3.0,3.0
BOL,Bolivia,2021,59.5,99.99,77.89,40.9,69.56,72.42,60.98,51.03,66.53,-0.9489015,-0.4784584,-0.2859636,-1.117001,-1.1101906,10.0290488827886,0.737383721452274,5.089,,28.0,0.608,0.362,1.0,1.0,3.0,3.0
BOL,Bolivia,2022,58.82,100.0,77.62,43.3,74.56,71.89,60.66,56.22,67.88,-0.9824356,-0.4335715,-0.170608899999999,-1.13735149999999,-1.1775683,3.74741781241461,1.74632872945968,3.552,,28.0,0.587,0.338,0.0,0.0,3.0,3.0
BOL,Bolivia,2023,59.71,100.0,77.74,43.11,74.36,71.72,60.33,56.08,67.88,-0.9556498,-0.4093864,-0.289823899999999,-1.1594687,-1.2028195,2.51636590154891,2.57688800489192,3.024,,28.0,0.586,0.344,0.0,0.0,3.0,3.0
BOL,Bolivia,2024,63.57,100.0,76.43,44.33,75.6,70.8,59.02,58.82,68.57,-0.997582699999999,-0.6104172,-0.5460357,-1.2544304,-1.267722,-1.12335595517212,5.09976568317427,3.274,,28.0,0.577,0.31,0.0,0.0,3.0,3.0
BRA,Brazil,2019,53.47,93.65,65.2,26.549999999999997,67.00999999999999,79.34,66.03,48.87,62.52,-0.372764,0.0428329,-0.722116299999999,-0.099421,-0.3861785,1.22077782271943,3.73297621216893,11.936,92.5652531951269,35.0,0.691,0.528,536.0,1627.0,2.0,2.0
BRA,Brazil,2020,52.3,92.24,62.34,25.099999999999994,66.5,78.95,64.59,49.3,61.41,-0.337231599999999,-0.0873994999999999,-0.427421599999999,-0.1518853,-0.392171899999999,-3.27675879612903,3.21176803803376,13.697,98.7098819471851,35.0,0.699,0.534,630.0,2522.0,2.0,2.0
BRA,Brazil,2021,52.03,92.69,65.83,25.310000000000002,68.38,72.8,66.68,50.86,61.82,-0.404589,-0.0686133999999999,-0.3922756,-0.1510718,-0.4091435,4.7626043797061,8.30165975585673,13.158,85.011503676948,35.0,0.69,0.531,594.0,2369.0,2.0,3.0
BRA,Brazil,2022,53.66,85.35,68.92,24.700000000000003,69.42,72.97,67.28,52.4,61.84,-0.4562788,-0.2352194,-0.415796899999999,-0.1989311,-0.4398335,3.01669435408112,9.28010608956872,9.231,79.1023218880378,35.0,0.699,0.54,1343.0,1500.0,2.0,3.0
BRA,Brazil,2023,54.99,100.0,69.54,16.689999999999998,62.62,79.18,66.59,42.51,61.52,-0.451506099999999,-0.2666224,-0.521574099999999,-0.2359869,-0.483012599999999,3.24165532813583,4.59356282283203,7.947,83.0317498523499,35.0,0.79,0.695,0.0,0.0,2.0,3.0
BRA,Brazil,2024,54.4,100.0,70.52,15.709999999999994,59.29,79.42,66.36,38.86,60.57,-0.4088904,-0.224002999999999,-0.5205702,-0.2945386,-0.446218,3.41931516597739,4.36746407652336,6.801,81.8554431189056,35.0,0.799,0.712,0.0,0.0,2.0,3.0
BRB,Barbados,2019,26.739999999999995,100.0,72.27,16.650000000000006,20.769999999999996,98.06,77.87,18.78,53.89,1.1451261,0.7790151,0.9758945,0.3609854,0.7845979,0.227712137486577,1.67662473276987,8.41,,68.0,0.792,0.668,0.0,0.0,1.0,1.0
BRB,Barbados,2020,27.900000000000006,100.0,51.02,14.319999999999993,20.590000000000003,98.45,59.13,19.319999999999993,48.84,1.1695313,0.6105647,1.0680614,0.401461,0.7048546,-14.3647119341564,,10.586,,68.0,0.811,0.692,0.0,0.0,1.0,1.0
BRB,Barbados,2021,27.42,100.0,55.93,15.069999999999993,18.790000000000006,98.45,60.84,17.480000000000004,49.25,1.1946829,0.6625554,1.0845669,0.4761062,0.7010659,-0.0967779613221893,,11.015,,68.0,0.807,0.686,0.0,0.0,1.0,1.0
BRB,Barbados,2022,26.069999999999993,100.0,67.77,15.480000000000004,18.810000000000002,98.45,59.18,17.340000000000003,50.39,1.1926841,0.7073038,1.2066625,0.4039531,0.7169373,17.2264626793379,,7.261,,68.0,0.802,0.682,0.0,0.0,1.0,1.0
BRB,Barbados,2023,26.180000000000007,100.0,74.59,15.400000000000006,18.680000000000007,98.45,78.52,18.090000000000003,53.74,1.2089543,0.6052291,1.2767666,0.429255,0.7343145,2.914357359625,3.18718905472631,6.54,,68.0,0.802,0.684,0.0,0.0,1.0,1.0
BRB,Barbados,2024,26.260000000000005,100.0,74.66,15.36,19.989999999999995,98.45,78.8,19.53,54.13,1.2257724,0.60457,1.2722219,0.4405032,0.7277751,2.4822621396186,1.44643664306159,6.448,,68.0,0.802,0.685,0.0,0.0,1.0,1.0
BRN,Brunei Darussalam,2019,27.349999999999994,100.0,74.99,48.335,29.189999999999998,25.0,83.11,26.590000000000003,52.32,1.1831673,1.0771038,1.0980607,0.8013123,0.2885457,3.86884436177075,-0.390522069165529,6.6,,63.0,,,0.0,0.0,6.0,5.0
BRN,Brunei Darussalam,2020,24.819999999999993,100.0,73.41,47.83,29.189999999999998,25.0,83.0,26.629999999999995,51.72,1.183555,1.0752528,1.1645233,0.8099842,0.5634206,1.1335733495246,1.94031996607183,7.409,,63.0,,,0.0,0.0,6.0,5.0
BRN,Brunei Darussalam,2021,24.83,100.0,75.01,48.185,29.189999999999998,25.0,83.68,26.61,52.05,1.1827999,1.0763513,1.1632013,0.86713,0.5616354,-1.59076260099606,1.73341388450593,4.905,,63.0,,,0.0,0.0,6.0,5.0
BRN,Brunei Darussalam,2022,24.840000000000003,100.0,74.63,50.21,29.200000000000003,25.0,83.49,28.629999999999995,52.26,1.1825406,0.9849534,1.175984,0.8654815,0.6385844,-1.62833154515108,3.68225030604215,5.191,,63.0,,,0.0,0.0,6.0,5.0
BRN,Brunei Darussalam,2023,23.659999999999997,100.0,75.43,49.965,29.209999999999994,25.0,83.12,28.620000000000005,52.15,1.1816499,0.9854734,1.3348873,0.8078928,0.638307,1.12764418162719,0.35706431153689,5.296,,63.0,,,0.0,0.0,6.0,5.0
BRN,Brunei Darussalam,2024,26.129999999999995,100.0,76.34,51.269999999999996,29.159999999999997,25.0,84.09,31.939999999999998,53.24,1.1861774,0.8351988,1.2027245,0.8869612,0.5876078,4.05251709306727,-0.38867416503646,5.18,,63.0,,,0.0,0.0,6.0,5.0
BTN,Bhutan,2019,28.439999999999998,100.0,72.74,29.14,15.829999999999998,64.96,66.7,26.849999999999994,50.58,1.4640293,0.4846393,1.1641113,-0.0695533,0.6618686,5.75514851246506,2.72643037388832,2.72,90.3573525676224,71.0,0.598,0.517,0.0,0.0,3.0,4.0
BTN,Bhutan,2020,28.92,100.0,65.25,29.620000000000005,16.760000000000005,65.07,63.23,26.86,49.46,1.3421241,0.4837444,1.1154419,-0.0309429,0.6470186,-10.2183974208569,5.62936522632507,5.03,111.007884099526,71.0,0.598,0.515,0.0,0.0,3.0,4.0
BTN,Bhutan,2021,29.159999999999997,100.0,76.32,31.83,16.900000000000006,69.07,72.71,26.879999999999995,52.86,1.3198694,0.5963822,0.9391838,-0.0451337,0.6782878,4.42136738945015,7.3468144053353,4.803,,71.0,0.574,0.482,0.0,0.0,2.0,4.0
BTN,Bhutan,2022,26.739999999999995,100.0,75.58,33.03,17.840000000000003,63.52,72.12,29.150000000000006,52.25,1.357056,0.5347986,1.3224382,-0.109357799999999,0.6837835,5.21386783786224,5.6391667139637,5.947,,71.0,0.558,0.466,0.0,0.0,3.0,4.0
BTN,Bhutan,2023,26.39,100.0,78.1,34.64,17.849999999999994,63.62,72.25,30.11,52.87,1.3563935,0.5353028,1.3322654,-0.109245,0.7200012,4.63215704523927,4.22934419929251,3.126,,71.0,0.532,0.447,0.0,0.0,3.0,4.0
BTN,Bhutan,2024,25.370000000000005,100.0,94.3,33.08,16.08,69.32,72.58,27.67,54.8,1.4722389,0.5808357,1.3541153,-0.0912943,0.7902665,,2.76131569624097,3.282,,71.0,0.565,0.457,0.0,0.0,2.0,4.0
BWA,Botswana,2019,30.680000000000007,100.0,69.94,29.08,31.489999999999995,80.2,83.41,30.67,56.93,0.8223154,0.4033395,1.1539103,0.4296886,0.4519148,3.0317733945467,2.7728644286332,20.094,16.193904309718,58.0,0.656,0.56,0.0,0.0,3.0,2.0
BWA,Botswana,2020,32.760000000000005,100.0,66.63,39.6,30.180000000000007,80.23,82.56,31.75,57.96,0.7218389,0.310377,1.0835182,0.3891703,0.33481,-8.72888243996397,1.8903591682421,21.017,19.6161332466694,58.0,0.589,0.484,0.0,0.0,3.0,2.0
BWA,Botswana,2021,32.0,100.0,61.48,41.34,35.93000000000001,79.0,78.52,36.74,58.13,0.7018975,0.4025631,1.0572186,0.459995,0.3719933,11.9162724376008,7.24097765588442,23.106,,58.0,0.587,0.477,0.0,0.0,3.0,2.0
BWA,Botswana,2022,31.629999999999995,100.0,59.1,42.54,36.32,78.29,78.42,36.84,57.89,0.6506622,0.4593723,1.0798421,0.4849039,0.3434669,5.48601706446772,11.665567478802,23.615,,58.0,0.573,0.459,0.0,0.0,3.0,2.0
BWA,Botswana,2023,31.61,100.0,59.12,44.19,35.05,78.4,78.56,34.959999999999994,57.74,0.6066871,0.5409963,1.0127245,0.446548,0.3322692,3.20806812224438,5.06761549343829,23.381,,58.0,0.564,0.444,0.0,0.0,3.0,2.0
BWA,Botswana,2024,32.53,100.0,57.26,40.01,34.86,79.0,78.24,34.739999999999995,57.08,0.6311414,0.4168893,1.0322942,0.4019336,0.3120842,-2.98986879467928,2.81835131676251,23.81,,58.0,0.595,0.47,0.0,0.0,3.0,2.0
CAF,Central African Republic,2019,82.75,99.12,75.24,68.87,75.5,15.22,57.93,69.97,68.08,-1.20142479999999,-1.5816743,-1.85285369999999,-1.36738239999999,-1.5839953,3.09999999999999,2.68537355266786,5.916,,24.0,0.379,0.214,62.0,491.0,7.0,7.0
CAF,Central African Republic,2020,86.35,99.27,74.18,69.76,76.44,16.91,58.04,70.93,68.98,-1.25240479999999,-1.61231869999999,-2.3306101,-1.365152,-1.5623816,0.899999996857062,1.71015659523152,6.519,,24.0,0.374,0.201,56.0,299.0,7.0,7.0
CAF,Central African Republic,2021,84.78999999999999,97.74,73.88,75.44,78.43,17.72,57.49,73.32,69.85,-1.316273,-1.5775561,-2.1689304,-1.3937882,-1.5476834,0.982919996264229,4.25936417542868,6.701,,24.0,0.343,0.176,167.0,1080.0,7.0,7.0
CAF,Central African Republic,2022,83.81,98.54,74.05,77.05,80.76,16.98,57.65,76.37,70.65,-1.3173981,-1.59031909999999,-1.9022515,-1.36948269999999,-1.66733549999999,0.453901876447787,5.58316735183246,6.287,,24.0,0.326,0.169,105.0,773.0,7.0,7.0
CAF,Central African Republic,2023,83.88,100.0,74.36,81.16,82.13,15.5,58.36,78.03,71.68,-1.3816342,-1.5707645,-1.87417179999999,-1.3283436,-1.7248503,0.69996840076054,2.97913852618936,6.181,,24.0,0.301,0.102,0.0,0.0,7.0,7.0
CAF,Central African Republic,2024,83.55,100.0,74.59,80.57,80.8,14.76,59.18,77.36,71.35,-1.30997079999999,-1.57655,-1.83294689999999,-1.268058,-1.7147975,1.49999999847535,1.47733600718743,6.253,,24.0,0.299,0.097,0.0,0.0,7.0,7.0
CAN,Canada,2019,12.680000000000007,100.0,74.82,8.379999999999995,10.590000000000003,98.8,86.59,6.430000000000007,49.79,1.7955073,1.8495246,0.9041813,1.6826483,1.682264,1.90843194590616,1.94926902411592,5.69,53.3623246913959,75.0,0.85,0.763,0.0,0.0,1.0,1.0
CAN,Canada,2020,14.489999999999995,100.0,68.04,8.790000000000006,12.680000000000007,98.73,82.29,8.579999999999998,49.2,1.6422133,1.6877631,0.9455077,1.5928788,1.5585901,-5.03823343468899,0.716999632307827,9.657,74.5544073791525,75.0,0.849,0.745,0.0,0.0,1.0,1.0
CAN,Canada,2021,15.959999999999994,100.0,72.26,8.959999999999994,12.879999999999995,98.84,83.44,8.840000000000003,50.15,1.6156132,1.682819,0.7604154,1.6316738,1.5493331,5.95052802804381,3.39519318527527,7.527,68.7795713723483,75.0,0.843,0.749,0.0,0.0,1.0,1.0
CAN,Canada,2022,17.239999999999995,100.0,74.5,9.269999999999996,12.599999999999994,97.89,84.82,7.739999999999995,50.51,1.651994,1.8072447,0.5074459,1.6322148,1.5052581,4.18903628100851,6.80280115341612,5.279,59.704132672031,75.0,0.848,0.745,0.0,0.0,1.0,1.0
CAN,Canada,2023,17.33,100.0,73.84,9.420000000000002,12.799999999999997,97.6,84.29,8.230000000000004,50.44,1.6263584,1.7452669,0.6267803,1.572456,1.4361681,1.52874550838358,3.87900159788425,5.415,61.1023208728582,75.0,0.847,0.742,0.0,0.0,1.0,1.0
